Sciezka;Etykiety
Dataset/train/images\BTR (1524).jpg;Bird
Dataset/train/images\BTR (1525).jpg;Bird
Dataset/train/images\BTR (1526).jpg;Bird
Dataset/train/images\BTR (1527).jpg;Bird
Dataset/train/images\BTR (1528).jpg;Bird
Dataset/train/images\BTR (1529).jpg;Bird
Dataset/train/images\BTR (153).jpg;Bird
Dataset/train/images\BTR (1530).jpg;Bird
Dataset/train/images\BTR (1531).jpg;Bird
Dataset/train/images\BTR (1532).jpg;Bird
Dataset/train/images\BTR (1533).jpg;Bird
Dataset/train/images\BTR (1534).jpg;Bird
Dataset/train/images\BTR (1535).jpg;Bird
Dataset/train/images\BTR (1536).jpg;Bird
Dataset/train/images\BTR (1537).jpg;Bird
Dataset/train/images\BTR (1538).jpg;Bird
Dataset/train/images\BTR (1539).jpg;Bird
Dataset/train/images\BTR (154).jpg;Bird
Dataset/train/images\BTR (1540).jpg;Bird
Dataset/train/images\BTR (1541).jpg;Bird
Dataset/train/images\BTR (1542).jpg;Bird
Dataset/train/images\BTR (1543).jpg;Bird
Dataset/train/images\BTR (1544).jpg;Bird
Dataset/train/images\BTR (1545).jpg;Bird
Dataset/train/images\BTR (1546).jpg;Bird
Dataset/train/images\BTR (1547).jpg;Bird
Dataset/train/images\BTR (1548).jpg;Bird
Dataset/train/images\BTR (1549).jpg;Bird
Dataset/train/images\BTR (155).jpg;Bird
Dataset/train/images\BTR (1550).jpg;Bird
Dataset/train/images\BTR (1551).jpg;Bird
Dataset/train/images\BTR (1552).jpg;Bird
Dataset/train/images\BTR (1553).jpg;Bird
Dataset/train/images\BTR (1554).jpg;Bird
Dataset/train/images\BTR (1555).jpg;Bird
Dataset/train/images\BTR (1556).jpg;Bird
Dataset/train/images\BTR (1557).jpg;Bird
Dataset/train/images\BTR (1558).jpg;Bird
Dataset/train/images\BTR (1559).jpg;Bird
Dataset/train/images\BTR (156).jpg;Bird
Dataset/train/images\BTR (1560).jpg;Bird
Dataset/train/images\BTR (1561).jpg;Bird
Dataset/train/images\BTR (1562).jpg;Bird
Dataset/train/images\BTR (1563).jpg;Bird
Dataset/train/images\BTR (1564).jpg;Bird
Dataset/train/images\BTR (1565).jpg;Bird
Dataset/train/images\BTR (1566).jpg;Bird
Dataset/train/images\BTR (1567).jpg;Bird
Dataset/train/images\BTR (1568).jpg;Bird
Dataset/train/images\BTR (1569).jpg;Bird
Dataset/train/images\BTR (157).jpg;Bird
Dataset/train/images\BTR (1570).jpg;Bird
Dataset/train/images\BTR (1571).jpg;Bird
Dataset/train/images\BTR (1572).jpg;Bird
Dataset/train/images\BTR (1573).jpg;Bird
Dataset/train/images\BTR (1574).jpg;Bird
Dataset/train/images\BTR (1575).jpg;Bird
Dataset/train/images\BTR (1576).jpg;Bird
Dataset/train/images\BTR (1577).jpg;Bird
Dataset/train/images\BTR (1578).jpg;Bird
Dataset/train/images\BTR (1579).jpg;Bird
Dataset/train/images\BTR (158).jpg;Bird
Dataset/train/images\BTR (1580).jpg;Bird
Dataset/train/images\BTR (1581).jpg;Bird
Dataset/train/images\BTR (1582).jpg;Bird
Dataset/train/images\BTR (1583).jpg;Bird
Dataset/train/images\BTR (1584).jpg;Bird
Dataset/train/images\BTR (1585).jpg;Bird
Dataset/train/images\BTR (1586).jpg;Bird
Dataset/train/images\BTR (1587).jpg;Bird
Dataset/train/images\BTR (1588).jpg;Bird
Dataset/train/images\BTR (1589).jpg;Bird
Dataset/train/images\BTR (159).jpg;Bird
Dataset/train/images\BTR (1590).jpg;Bird
Dataset/train/images\BTR (1591).jpg;Bird
Dataset/train/images\BTR (1592).jpg;Bird
Dataset/train/images\BTR (1593).jpg;Bird
Dataset/train/images\BTR (1594).jpg;Bird
Dataset/train/images\BTR (1595).jpg;Bird
Dataset/train/images\BTR (1596).jpg;Bird
Dataset/train/images\BTR (1597).jpg;Bird
Dataset/train/images\BTR (1598).jpg;Bird
Dataset/train/images\BTR (1599).jpg;Bird
Dataset/train/images\BTR (16).jpg;Bird
Dataset/train/images\BTR (160).jpg;Bird
Dataset/train/images\BTR (1600).jpg;Bird
Dataset/train/images\BTR (1601).jpg;Bird
Dataset/train/images\BTR (1602).jpg;Bird
Dataset/train/images\BTR (1603).jpg;Bird
Dataset/train/images\BTR (1604).jpg;Bird
Dataset/train/images\BTR (1605).jpg;Bird
Dataset/train/images\BTR (1606).jpg;Bird
Dataset/train/images\BTR (1607).jpg;Bird
Dataset/train/images\BTR (1608).jpg;Bird
Dataset/train/images\BTR (1609).jpg;Bird
Dataset/train/images\BTR (161).jpg;Bird
Dataset/train/images\BTR (1610).jpg;Bird
Dataset/train/images\BTR (1611).jpg;Bird
Dataset/train/images\BTR (1612).jpg;Bird
Dataset/train/images\BTR (1613).jpg;Bird
Dataset/train/images\BTR (1614).jpg;Bird
Dataset/train/images\BTR (1615).jpg;Bird
Dataset/train/images\BTR (1616).jpg;Bird
Dataset/train/images\BTR (1617).jpg;Bird
Dataset/train/images\BTR (1618).jpg;Bird
Dataset/train/images\BTR (1619).jpg;Bird
Dataset/train/images\BTR (162).jpg;Bird
Dataset/train/images\BTR (1620).jpg;Bird
Dataset/train/images\BTR (1621).jpg;Bird
Dataset/train/images\BTR (1622).jpg;Bird
Dataset/train/images\BTR (1623).jpg;Bird
Dataset/train/images\BTR (1624).jpg;Bird
Dataset/train/images\BTR (1625).jpg;Bird
Dataset/train/images\BTR (1626).jpg;Bird
Dataset/train/images\BTR (1627).jpg;Bird
Dataset/train/images\BTR (1628).jpg;Bird
Dataset/train/images\BTR (1629).jpg;Bird
Dataset/train/images\BTR (163).jpg;Bird
Dataset/train/images\BTR (1630).jpg;Bird
Dataset/train/images\BTR (1631).jpg;Bird
Dataset/train/images\BTR (1632).jpg;Bird
Dataset/train/images\BTR (1633).jpg;Bird
Dataset/train/images\BTR (1634).jpg;Bird
Dataset/train/images\BTR (1635).jpg;Bird
Dataset/train/images\BTR (1636).jpg;Bird
Dataset/train/images\BTR (1637).jpg;Bird
Dataset/train/images\BTR (1638).jpg;Bird
Dataset/train/images\BTR (1639).jpg;Bird
Dataset/train/images\BTR (164).jpg;Bird
Dataset/train/images\BTR (1640).jpg;Bird
Dataset/train/images\BTR (1641).jpg;Bird
Dataset/train/images\BTR (1642).jpg;Bird
Dataset/train/images\BTR (1643).jpg;Bird
Dataset/train/images\BTR (1644).jpg;Bird
Dataset/train/images\BTR (1645).jpg;Bird
Dataset/train/images\BTR (1646).jpg;Bird
Dataset/train/images\BTR (1647).jpg;Bird
Dataset/train/images\BTR (1648).jpg;Bird
Dataset/train/images\BTR (1649).jpg;Bird
Dataset/train/images\BTR (165).jpg;Bird
Dataset/train/images\BTR (1650).jpg;Bird
Dataset/train/images\BTR (1651).jpg;Bird
Dataset/train/images\BTR (1652).jpg;Bird
Dataset/train/images\BTR (1653).jpg;Bird
Dataset/train/images\BTR (1654).jpg;Bird
Dataset/train/images\BTR (1655).jpg;Bird
Dataset/train/images\BTR (1656).jpg;Bird
Dataset/train/images\BTR (1657).jpg;Bird
Dataset/train/images\BTR (1658).jpg;Bird
Dataset/train/images\BTR (1659).jpg;Bird
Dataset/train/images\BTR (166).jpg;Bird
Dataset/train/images\BTR (1660).jpg;Bird
Dataset/train/images\BTR (1661).jpg;Bird
Dataset/train/images\BTR (1662).jpg;Bird
Dataset/train/images\BTR (1663).jpg;Bird
Dataset/train/images\BTR (1664).jpg;Bird
Dataset/train/images\BTR (1665).jpg;Bird
Dataset/train/images\BTR (1666).jpg;Bird
Dataset/train/images\BTR (1667).jpg;Bird
Dataset/train/images\BTR (1668).jpg;Bird
Dataset/train/images\BTR (1669).jpg;Bird
Dataset/train/images\BTR (167).jpg;Bird
Dataset/train/images\BTR (1670).jpg;Bird
Dataset/train/images\BTR (1671).jpg;Bird
Dataset/train/images\BTR (1672).jpg;Bird
Dataset/train/images\BTR (1673).jpg;Bird
Dataset/train/images\BTR (1674).jpg;Bird
Dataset/train/images\BTR (1675).jpg;Bird
Dataset/train/images\BTR (1676).jpg;Bird
Dataset/train/images\BTR (1677).jpg;Bird
Dataset/train/images\BTR (1678).jpg;Bird
Dataset/train/images\BTR (1679).jpg;Bird
Dataset/train/images\BTR (168).jpg;Bird
Dataset/train/images\BTR (1680).jpg;Bird
Dataset/train/images\BTR (1681).jpg;Bird
Dataset/train/images\BTR (1682).jpg;Bird
Dataset/train/images\BTR (1683).jpg;Bird
Dataset/train/images\BTR (1684).jpg;Bird
Dataset/train/images\BTR (1685).jpg;Bird
Dataset/train/images\BTR (1686).jpg;Bird
Dataset/train/images\BTR (1687).jpg;Bird
Dataset/train/images\BTR (1688).jpg;Bird
Dataset/train/images\BTR (1689).jpg;Bird
Dataset/train/images\BTR (169).jpg;Bird
Dataset/train/images\BTR (1690).jpg;Bird
Dataset/train/images\BTR (1691).jpg;Bird
Dataset/train/images\BTR (1692).jpg;Bird
Dataset/train/images\BTR (1693).jpg;Bird
Dataset/train/images\BTR (1694).jpg;Bird
Dataset/train/images\BTR (1695).jpg;Bird
Dataset/train/images\BTR (1696).jpg;Bird
Dataset/train/images\BTR (1697).jpg;Bird
Dataset/train/images\BTR (1698).jpg;Bird
Dataset/train/images\BTR (1699).jpg;Bird
Dataset/train/images\BTR (17).jpg;Bird
Dataset/train/images\BTR (170).jpg;Bird
Dataset/train/images\BTR (1700).jpg;Bird
Dataset/train/images\BTR (1701).jpg;Bird
Dataset/train/images\BTR (1702).jpg;Bird
Dataset/train/images\BTR (1703).jpg;Bird
Dataset/train/images\BTR (1704).jpg;Bird
Dataset/train/images\BTR (1705).jpg;Bird
Dataset/train/images\BTR (1706).jpg;Bird
Dataset/train/images\BTR (1707).jpg;Bird
Dataset/train/images\BTR (1708).jpg;Bird
Dataset/train/images\BTR (1709).jpg;Bird
Dataset/train/images\BTR (171).jpg;Bird
Dataset/train/images\BTR (1710).jpg;Bird
Dataset/train/images\BTR (1711).jpg;Bird
Dataset/train/images\BTR (1712).jpg;Bird
Dataset/train/images\BTR (1713).jpg;Bird
Dataset/train/images\BTR (1714).jpg;Bird
Dataset/train/images\BTR (1715).jpg;Bird
Dataset/train/images\BTR (1716).jpg;Bird
Dataset/train/images\BTR (1717).jpg;Bird
Dataset/train/images\BTR (1718).jpg;Bird
Dataset/train/images\BTR (1719).jpg;Bird
Dataset/train/images\BTR (172).jpg;Bird
Dataset/train/images\BTR (1720).jpg;Bird
Dataset/train/images\BTR (1721).jpg;Bird
Dataset/train/images\BTR (1722).jpg;Bird
Dataset/train/images\BTR (1723).jpg;Bird
Dataset/train/images\BTR (1724).jpg;Bird
Dataset/train/images\BTR (1725).jpg;Bird
Dataset/train/images\BTR (1726).jpg;Bird
Dataset/train/images\BTR (1727).jpg;Bird
Dataset/train/images\BTR (1728).jpg;Bird
Dataset/train/images\BTR (1729).jpg;Bird
Dataset/train/images\BTR (173).jpg;Bird
Dataset/train/images\BTR (1730).jpg;Bird
Dataset/train/images\BTR (1731).jpg;Bird
Dataset/train/images\BTR (1732).jpg;Bird
Dataset/train/images\BTR (1733).jpg;Bird
Dataset/train/images\BTR (1734).jpg;Bird
Dataset/train/images\BTR (1735).jpg;Bird
Dataset/train/images\BTR (1736).jpg;Bird
Dataset/train/images\BTR (1737).jpg;Bird
Dataset/train/images\BTR (1738).jpg;Bird
Dataset/train/images\BTR (1739).jpg;Bird
Dataset/train/images\BTR (174).jpg;Bird
Dataset/train/images\BTR (1740).jpg;Bird
Dataset/train/images\BTR (1741).jpg;Bird
Dataset/train/images\BTR (1742).jpg;Bird
Dataset/train/images\BTR (1743).jpg;Bird
Dataset/train/images\BTR (1744).jpg;Bird
Dataset/train/images\BTR (1745).jpg;Bird
Dataset/train/images\BTR (1746).jpg;Bird
Dataset/train/images\BTR (1747).jpg;Bird
Dataset/train/images\BTR (1748).jpg;Bird
Dataset/train/images\BTR (1749).jpg;Bird
Dataset/train/images\BTR (175).jpg;Bird
Dataset/train/images\BTR (1750).jpg;Bird
Dataset/train/images\BTR (1751).jpg;Bird
Dataset/train/images\BTR (1752).jpg;Bird
Dataset/train/images\BTR (1753).jpg;Bird
Dataset/train/images\BTR (1754).jpg;Bird
Dataset/train/images\BTR (1755).jpg;Bird
Dataset/train/images\BTR (1756).jpg;Bird
Dataset/train/images\BTR (1757).jpg;Bird
Dataset/train/images\BTR (1758).jpg;Bird
Dataset/train/images\BTR (1759).jpg;Bird
Dataset/train/images\BTR (176).jpg;Bird
Dataset/train/images\BTR (1760).jpg;Bird
Dataset/train/images\BTR (1761).jpg;Bird
Dataset/train/images\BTR (1762).jpg;Bird
Dataset/train/images\BTR (1763).jpg;Bird
Dataset/train/images\BTR (1764).jpg;Bird
Dataset/train/images\BTR (1765).jpg;Bird
Dataset/train/images\BTR (1766).jpg;Bird
Dataset/train/images\BTR (1767).jpg;Bird
Dataset/train/images\BTR (1768).jpg;Bird
Dataset/train/images\BTR (1769).jpg;Bird
Dataset/train/images\BTR (177).jpg;Bird
Dataset/train/images\BTR (1770).jpg;Bird
Dataset/train/images\BTR (1771).jpg;Bird
Dataset/train/images\BTR (1772).jpg;Bird
Dataset/train/images\BTR (1773).jpg;Bird
Dataset/train/images\BTR (1774).jpg;Bird
Dataset/train/images\BTR (1775).jpg;Bird
Dataset/train/images\BTR (1776).jpg;Bird
Dataset/train/images\BTR (1777).jpg;Bird
Dataset/train/images\BTR (1778).jpg;Bird
Dataset/train/images\BTR (1779).jpg;Bird
Dataset/train/images\BTR (178).jpg;Bird
Dataset/train/images\BTR (1780).jpg;Bird
Dataset/train/images\BTR (1781).jpg;Bird
Dataset/train/images\BTR (1782).jpg;Bird
Dataset/train/images\BTR (1783).jpg;Bird
Dataset/train/images\BTR (1784).jpg;Bird
Dataset/train/images\BTR (1785).jpg;Bird
Dataset/train/images\BTR (1786).jpg;Bird
Dataset/train/images\BTR (1787).jpg;Bird
Dataset/train/images\BTR (1788).jpg;Bird
Dataset/train/images\BTR (1789).jpg;Bird
Dataset/train/images\BTR (179).jpg;Bird
Dataset/train/images\BTR (1790).jpg;Bird
Dataset/train/images\BTR (1791).jpg;Bird
Dataset/train/images\BTR (1792).jpg;Bird
Dataset/train/images\BTR (1793).jpg;Bird
Dataset/train/images\BTR (1794).jpg;Bird
Dataset/train/images\BTR (1795).jpg;Bird
Dataset/train/images\BTR (1796).jpg;Bird
Dataset/train/images\BTR (1797).jpg;Bird
Dataset/train/images\BTR (1798).jpg;Bird
Dataset/train/images\BTR (1799).jpg;Bird
Dataset/train/images\BTR (18).jpg;Bird
Dataset/train/images\BTR (180).jpg;Bird
Dataset/train/images\BTR (1800).jpg;Bird
Dataset/train/images\BTR (1801).jpg;Bird
Dataset/train/images\BTR (1802).jpg;Bird
Dataset/train/images\BTR (1803).jpg;Bird
Dataset/train/images\BTR (1804).jpg;Bird
Dataset/train/images\BTR (1805).jpg;Bird
Dataset/train/images\BTR (1806).jpg;Bird
Dataset/train/images\BTR (1807).jpg;Bird
Dataset/train/images\BTR (1808).jpg;Bird
Dataset/train/images\BTR (1809).jpg;Bird
Dataset/train/images\BTR (181).jpg;Bird
Dataset/train/images\BTR (1810).jpg;Bird
Dataset/train/images\BTR (1811).jpg;Bird
Dataset/train/images\BTR (1812).jpg;Bird
Dataset/train/images\BTR (1813).jpg;Bird
Dataset/train/images\BTR (1814).jpg;Bird
Dataset/train/images\BTR (1815).jpg;Bird
Dataset/train/images\BTR (1816).jpg;Bird
Dataset/train/images\BTR (1817).jpg;Bird
Dataset/train/images\BTR (1818).jpg;Bird
Dataset/train/images\BTR (1819).jpg;Bird
Dataset/train/images\BTR (182).jpg;Bird
Dataset/train/images\BTR (1820).jpg;Bird
Dataset/train/images\BTR (1821).jpg;Bird
Dataset/train/images\BTR (1822).jpg;Bird
Dataset/train/images\BTR (1823).jpg;Bird
Dataset/train/images\BTR (1824).jpg;Bird
Dataset/train/images\BTR (1825).jpg;Bird
Dataset/train/images\BTR (1826).jpg;Bird
Dataset/train/images\BTR (1827).jpg;Bird
Dataset/train/images\BTR (1828).jpg;Bird
Dataset/train/images\BTR (1829).jpg;Bird
Dataset/train/images\BTR (183).jpg;Bird
Dataset/train/images\BTR (1830).jpg;Bird
Dataset/train/images\BTR (1831).jpg;Bird
Dataset/train/images\BTR (1832).jpg;Bird
Dataset/train/images\BTR (1833).jpg;Bird
Dataset/train/images\BTR (1834).jpg;Bird
Dataset/train/images\BTR (1835).jpg;Bird
Dataset/train/images\BTR (1836).jpg;Bird
Dataset/train/images\BTR (1837).jpg;Bird
Dataset/train/images\BTR (1838).jpg;Bird
Dataset/train/images\BTR (1839).jpg;Bird
Dataset/train/images\BTR (184).jpg;Bird
Dataset/train/images\BTR (1840).jpg;Bird
Dataset/train/images\BTR (1841).jpg;Bird
Dataset/train/images\BTR (1842).jpg;Bird
Dataset/train/images\BTR (1843).jpg;Bird
Dataset/train/images\BTR (1844).jpg;Bird
Dataset/train/images\BTR (1845).jpg;Bird
Dataset/train/images\BTR (1846).jpg;Bird
Dataset/train/images\BTR (1847).jpg;Bird
Dataset/train/images\BTR (1848).jpg;Bird
Dataset/train/images\BTR (1849).jpg;Bird
Dataset/train/images\BTR (185).jpg;Bird
Dataset/train/images\BTR (1850).jpg;Bird
Dataset/train/images\BTR (1851).jpg;Bird
Dataset/train/images\BTR (1852).jpg;Bird
Dataset/train/images\BTR (1853).jpg;Bird
Dataset/train/images\BTR (1854).jpg;Bird
Dataset/train/images\BTR (1855).jpg;Bird
Dataset/train/images\BTR (1856).jpg;Bird
Dataset/train/images\BTR (1857).jpg;Bird
Dataset/train/images\BTR (1858).jpg;Bird
Dataset/train/images\BTR (1859).jpg;Bird
Dataset/train/images\BTR (186).jpg;Bird
Dataset/train/images\BTR (1860).jpg;Bird
Dataset/train/images\BTR (1861).jpg;Bird
Dataset/train/images\BTR (1862).jpg;Bird
Dataset/train/images\BTR (1863).jpg;Bird
Dataset/train/images\BTR (1864).jpg;Bird
Dataset/train/images\BTR (1865).jpg;Bird
Dataset/train/images\BTR (1866).jpg;Bird
Dataset/train/images\BTR (1867).jpg;Bird
Dataset/train/images\BTR (1868).jpg;Bird
Dataset/train/images\BTR (1869).jpg;Bird
Dataset/train/images\BTR (187).jpg;Bird
Dataset/train/images\BTR (1870).jpg;Bird
Dataset/train/images\BTR (1871).jpg;Bird
Dataset/train/images\BTR (1872).jpg;Bird
Dataset/train/images\BTR (1873).jpg;Bird
Dataset/train/images\BTR (1874).jpg;Bird
Dataset/train/images\BTR (1875).jpg;Bird
Dataset/train/images\BTR (1876).jpg;Bird
Dataset/train/images\BTR (1877).jpg;Bird
Dataset/train/images\BTR (1878).jpg;Bird
Dataset/train/images\BTR (1879).jpg;Bird
Dataset/train/images\BTR (188).jpg;Bird
Dataset/train/images\BTR (1880).jpg;Bird
Dataset/train/images\BTR (1881).jpg;Bird
Dataset/train/images\BTR (1882).jpg;Bird
Dataset/train/images\BTR (1883).jpg;Bird
Dataset/train/images\BTR (1884).jpg;Bird
Dataset/train/images\BTR (1885).jpg;Bird
Dataset/train/images\BTR (1886).jpg;Bird
Dataset/train/images\BTR (1887).jpg;Bird
Dataset/train/images\BTR (1888).jpg;Bird
Dataset/train/images\BTR (1889).jpg;Bird
Dataset/train/images\BTR (189).jpg;Bird
Dataset/train/images\BTR (1890).jpg;Bird
Dataset/train/images\BTR (1891).jpg;Bird
Dataset/train/images\BTR (1892).jpg;Bird
Dataset/train/images\BTR (1893).jpg;Bird
Dataset/train/images\BTR (1894).jpg;Bird
Dataset/train/images\BTR (1895).jpg;Bird
Dataset/train/images\BTR (1896).jpg;Bird
Dataset/train/images\BTR (1897).jpg;Bird
Dataset/train/images\BTR (1898).jpg;Bird
Dataset/train/images\BTR (1899).jpg;Bird
Dataset/train/images\BTR (19).jpg;Bird
Dataset/train/images\BTR (190).jpg;Bird
Dataset/train/images\BTR (1900).jpg;Bird
Dataset/train/images\BTR (1901).jpg;Bird
Dataset/train/images\BTR (1902).jpg;Bird
Dataset/train/images\BTR (1903).jpg;Bird
Dataset/train/images\BTR (1904).jpg;Bird
Dataset/train/images\BTR (1905).jpg;Bird
Dataset/train/images\BTR (1906).jpg;Bird
Dataset/train/images\BTR (1907).jpg;Bird
Dataset/train/images\BTR (1908).jpg;Bird
Dataset/train/images\BTR (1909).jpg;Bird
Dataset/train/images\BTR (191).jpg;Bird
Dataset/train/images\BTR (1910).jpg;Bird
Dataset/train/images\BTR (1911).jpg;Bird
Dataset/train/images\BTR (1912).jpg;Bird
Dataset/train/images\BTR (1913).jpg;Bird
Dataset/train/images\BTR (1914).jpg;Bird
Dataset/train/images\BTR (1915).jpg;Bird
Dataset/train/images\BTR (1916).jpg;Bird
Dataset/train/images\BTR (1917).jpg;Bird
Dataset/train/images\BTR (1918).jpg;Bird
Dataset/train/images\BTR (1919).jpg;Bird
Dataset/train/images\BTR (192).jpg;Bird
Dataset/train/images\BTR (1920).jpg;Bird
Dataset/train/images\BTR (1921).jpg;Bird
Dataset/train/images\BTR (1922).jpg;Bird
Dataset/train/images\BTR (1923).jpg;Bird
Dataset/train/images\BTR (1924).jpg;Bird
Dataset/train/images\BTR (1925).jpg;Bird
Dataset/train/images\BTR (1926).jpg;Bird
Dataset/train/images\BTR (1927).jpg;Bird
Dataset/train/images\BTR (1928).jpg;Bird
Dataset/train/images\BTR (1929).jpg;Bird
Dataset/train/images\BTR (193).jpg;Bird
Dataset/train/images\BTR (1930).jpg;Bird
Dataset/train/images\BTR (1931).jpg;Bird
Dataset/train/images\BTR (1932).jpg;Bird
Dataset/train/images\BTR (1933).jpg;Bird
Dataset/train/images\BTR (1934).jpg;Bird
Dataset/train/images\BTR (1935).jpg;Bird
Dataset/train/images\BTR (1936).jpg;Bird
Dataset/train/images\BTR (1937).jpg;Bird
Dataset/train/images\BTR (1938).jpg;Bird
Dataset/train/images\BTR (1939).jpg;Bird
Dataset/train/images\BTR (194).jpg;Bird
Dataset/train/images\BTR (1940).jpg;Bird
Dataset/train/images\BTR (1941).jpg;Bird
Dataset/train/images\BTR (1942).jpg;Bird
Dataset/train/images\BTR (1943).jpg;Bird
Dataset/train/images\BTR (1944).jpg;Bird
Dataset/train/images\BTR (1945).jpg;Bird
Dataset/train/images\BTR (1946).jpg;Bird
Dataset/train/images\BTR (1947).jpg;Bird
Dataset/train/images\BTR (1948).jpg;Bird
Dataset/train/images\BTR (1949).jpg;Bird
Dataset/train/images\BTR (195).jpg;Bird
Dataset/train/images\BTR (1950).jpg;Bird
Dataset/train/images\BTR (1951).jpg;Bird
Dataset/train/images\BTR (1952).jpg;Bird
Dataset/train/images\BTR (1953).jpg;Bird
Dataset/train/images\BTR (1954).jpg;Bird
Dataset/train/images\BTR (1955).jpg;Bird
Dataset/train/images\BTR (1956).jpg;Bird
Dataset/train/images\BTR (1957).jpg;Bird
Dataset/train/images\BTR (1958).jpg;Bird
Dataset/train/images\BTR (1959).jpg;Bird
Dataset/train/images\BTR (196).jpg;Bird
Dataset/train/images\BTR (1960).jpg;Bird
Dataset/train/images\BTR (1961).jpg;Bird
Dataset/train/images\BTR (1962).jpg;Bird
Dataset/train/images\BTR (1963).jpg;Bird
Dataset/train/images\BTR (1964).jpg;Bird
Dataset/train/images\BTR (1965).jpg;Bird
Dataset/train/images\BTR (1966).jpg;Bird
Dataset/train/images\BTR (1967).jpg;Bird
Dataset/train/images\BTR (1968).jpg;Bird
Dataset/train/images\BTR (1969).jpg;Bird
Dataset/train/images\BTR (197).jpg;Bird
Dataset/train/images\BTR (1970).jpg;Bird
Dataset/train/images\BTR (1971).jpg;Bird
Dataset/train/images\BTR (1972).jpg;Bird
Dataset/train/images\BTR (1973).jpg;Bird
Dataset/train/images\BTR (1974).jpg;Bird
Dataset/train/images\BTR (1975).jpg;Bird
Dataset/train/images\BTR (1976).jpg;Bird
Dataset/train/images\BTR (1977).jpg;Bird
Dataset/train/images\BTR (1978).jpg;Bird
Dataset/train/images\BTR (1979).jpg;Bird
Dataset/train/images\BTR (198).jpg;Bird
Dataset/train/images\BTR (1980).jpg;Bird
Dataset/train/images\BTR (1981).jpg;Bird
Dataset/train/images\BTR (1982).jpg;Bird
Dataset/train/images\BTR (1983).jpg;Bird
Dataset/train/images\BTR (1984).jpg;Bird
Dataset/train/images\BTR (1985).jpg;Bird
Dataset/train/images\BTR (1986).jpg;Bird
Dataset/train/images\BTR (1987).jpg;Bird
Dataset/train/images\BTR (1988).jpg;Bird
Dataset/train/images\BTR (1989).jpg;Bird
Dataset/train/images\BTR (199).jpg;Bird
